,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
15,6,,Coronavirus infections and type 2 diabetes—shared pathways with therapeutic implications,https://academic.oup.com/edrv/article-pdf/41/3/bnaa011/41724033/edrv_41_3_bnaa011.pdf,6-vdZ0LmLS0J,"DJ Drucker - Endocrine reviews, 2020 - academic.oup.com","… Two coronavirus receptor proteins, angiotensin-converting … the intersections of diabetes, coronavirus infections, ACE2, and … and treatment of T2D in the context of coronavirus infection. …",350,"https://scholar.google.com/scholar?cites=3255511278543563755&as_sdt=2005&sciodt=0,5&hl=en",3255511278543563755,19,"https://scholar.google.com/scholar?cluster=3255511278543563755&hl=en&as_sdt=0,5&as_ylo=2019",3255511278543563755,PDF,samin.es,http://samin.es/wp-content/uploads/2020/04/bnaa011.pdf
15,7,Html,"Coronavirus disease outbreak in call center, South Korea",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392450/,Q5jurp8NztoJ,"SY Park, YM Kim, S Yi, S Lee, BJ Na… - Emerging infectious …, 2020 - ncbi.nlm.nih.gov",We describe the epidemiology of a coronavirus disease (COVID-19) outbreak in a call center in South Korea. We obtained information on demographic characteristics by using …,455,"https://scholar.google.com/scholar?cites=15766554324956518467&as_sdt=2005&sciodt=0,5&hl=en",15766554324956518467,18,"https://scholar.google.com/scholar?cluster=15766554324956518467&hl=en&as_sdt=0,5&as_ylo=2019",15766554324956518467,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392450/
15,8,Html,Chest CT manifestations of new coronavirus disease 2019 (COVID-19): a pictorial review,https://link.springer.com/article/10.1007/s00330-020-06801-0,fe6JjL1IjqMJ,"Z Ye, Y Zhang, Y Wang, Z Huang, B Song - European radiology, 2020 - Springer","Coronavirus disease 2019 (COVID-19) outbreak, first reported in Wuhan, China, has rapidly swept around the world just within a month, causing global public health emergency. In …",1120,"https://scholar.google.com/scholar?cites=11785437253819035261&as_sdt=2005&sciodt=0,5&hl=en",11785437253819035261,22,"https://scholar.google.com/scholar?cluster=11785437253819035261&hl=en&as_sdt=0,5&as_ylo=2019",11785437253819035261,HTML,springer.com,https://link.springer.com/article/10.1007/s00330-020-06801-0
15,9,,Coronavirus infections and immune responses,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25685,kQ3T5jjRPgYJ,"G Li, Y Fan, Y Lai, T Han, Z Li, P Zhou… - Journal of medical …, 2020 - Wiley Online Library","… The coronavirus subfamily is genotypically and serologically divided into four genera, the α, β, ɣ, and δ coronaviruses. The β-coronavirus can be further classified into four viral lineages…",1715,"https://scholar.google.com/scholar?cites=450027055104593297&as_sdt=2005&sciodt=0,5&hl=en",450027055104593297,24,"https://scholar.google.com/scholar?cluster=450027055104593297&hl=en&as_sdt=0,5&as_ylo=2019",450027055104593297,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7166547/
15,10,,Two cases of coronavirus 2019–related cardiomyopathy in pregnancy,https://www.sciencedirect.com/science/article/pii/S2589933320300434,We3QbfjgVAsJ,"A Juusela, M Nazir, M Gimovsky - … journal of obstetrics & gynecology MFM, 2020 - Elsevier","… from coronavirus disease 2019 in pregnancy, in all pregnant women with coronavirus disease 2019, … We suggest an echocardiogram in pregnant women with coronavirus disease 2019 …",147,"https://scholar.google.com/scholar?cites=816524790059822425&as_sdt=2005&sciodt=0,5&hl=en",816524790059822425,12,"https://scholar.google.com/scholar?cluster=816524790059822425&hl=en&as_sdt=0,5&as_ylo=2019",816524790059822425,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7194868/
16,1,Html,Coronavirus disease 2019: initial chest CT findings,https://link.springer.com/article/10.1007/s00330-020-06816-7,WGWHwmzrv9oJ,"Z Zhou, D Guo, C Li, Z Fang, L Chen, R Yang, X Li… - European …, 2020 - Springer",Objectives To systematically analyze CT findings during the early and progressive stages of natural course of coronavirus disease 2019 and also to explore possible changes in …,181,"https://scholar.google.com/scholar?cites=15762576073172673880&as_sdt=2005&sciodt=0,5&hl=en",15762576073172673880,12,"https://scholar.google.com/scholar?cluster=15762576073172673880&hl=en&as_sdt=0,5&as_ylo=2019",15762576073172673880,HTML,springer.com,https://link.springer.com/article/10.1007/s00330-020-06816-7
16,2,Html,Guidelines for laboratory diagnosis of coronavirus disease 2019 (COVID-19) in Korea,https://synapse.koreamed.org/articles/1145802,RCJ6lhfaYTwJ,"KH Hong, SW Lee, TS Kim, HJ Huh… - Annals of laboratory …, 2020 - synapse.koreamed.org","The outbreak of coronavirus disease 2019 (COVID-19), which began in December 2019, is still ongoing in Korea, with> 9,000 confirmed cases as of March 25, 2020. COVID-19 is a …",293,"https://scholar.google.com/scholar?cites=4350998509860299332&as_sdt=2005&sciodt=0,5&hl=en",4350998509860299332,30,"https://scholar.google.com/scholar?cluster=4350998509860299332&hl=en&as_sdt=0,5&as_ylo=2019",4350998509860299332,HTML,koreamed.org,https://synapse.koreamed.org/articles/1145802
16,3,Html,"Cluster of coronavirus disease associated with fitness dance classes, South Korea",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7392463/,edSCmzz-BecJ,"S Jang, SH Han, JY Rhee - Emerging infectious diseases, 2020 - ncbi.nlm.nih.gov","During 24 days in Cheonan, South Korea, 112 persons were infected with severe acute respiratory syndrome coronavirus 2 associated with fitness dance classes at 12 sports facilities. …",223,"https://scholar.google.com/scholar?cites=16646991133905441913&as_sdt=2005&sciodt=0,5&hl=en",16646991133905441913,19,"https://scholar.google.com/scholar?cluster=16646991133905441913&hl=en&as_sdt=0,5&as_ylo=2019",16646991133905441913,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7392463/
16,4,,Review of emerging pharmacotherapy for the treatment of coronavirus disease 2019,https://accpjournals.onlinelibrary.wiley.com/doi/abs/10.1002/phar.2398,l_8VDCg8dIoJ,"A Barlow, KM Landolf, B Barlow… - … : The Journal of …, 2020 - Wiley Online Library",… coronavirus 2 (SARS‐CoV‐2) and subsequent coronavirus … ‐coronavirus (SARS‐CoV) that caused the SARS outbreak in 2002 and the Middle East respiratory syndrome coronavirus (…,229,"https://scholar.google.com/scholar?cites=9976665217231617943&as_sdt=2005&sciodt=0,5&hl=en",9976665217231617943,13,"https://scholar.google.com/scholar?cluster=9976665217231617943&hl=en&as_sdt=0,5&as_ylo=2019",9976665217231617943,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7262196/
16,5,,Coronavirus disease 2019 (COVID-19) outbreak in Iran: Actions and problems,https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/coronavirus-disease-2019-covid19-outbreak-in-iran-actions-and-problems/E862A26E30F671370506BF0CC6C73A38,J-b8tRHKWeoJ,"M Abdi - Infection Control & Hospital Epidemiology, 2020 - cambridge.org","… Epidemiological and clinical characteristics of 99 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a descriptive study. Lancet 2020;395:507–513. 2. … The SARS-CoV-2 …",186,"https://scholar.google.com/scholar?cites=16886750455218890279&as_sdt=2005&sciodt=0,5&hl=en",16886750455218890279,8,"https://scholar.google.com/scholar?cluster=16886750455218890279&hl=en&as_sdt=0,5&as_ylo=2019",16886750455218890279,PDF,cambridge.org,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E862A26E30F671370506BF0CC6C73A38/S0899823X20000860a.pdf/coronavirus-disease-2019-covid-19-outbreak-in-iran-actions-and-problems.pdf
16,6,,Economic effects of coronavirus outbreak (COVID-19) on the world economy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3557504,a6GPCxE1E4EJ,N Fernandes - 2020 - papers.ssrn.com,"… o Airlines asking employees to take two months unpaid leave o NBA, football leagues, Formula 1 suspended until further notice o Maersk canceled 50 sailings over coronavirus o …",1608,"https://scholar.google.com/scholar?cites=9300836002774884715&as_sdt=2005&sciodt=0,5&hl=en",9300836002774884715,14,"https://scholar.google.com/scholar?cluster=9300836002774884715&hl=en&as_sdt=0,5&as_ylo=2019",9300836002774884715,PDF,khazar.org,http://dspace.khazar.org/jspui/bitstream/20.500.12323/4496/1/Economic%20Effects%20of%20Coronavirus%20Outbreak.pdf
16,7,Html,COVID-19: The first documented coronavirus pandemic in history,https://www.sciencedirect.com/science/article/pii/S2319417020300445,XsCwRFmaqfEJ,"YC Liu, RL Kuo, SR Shih - Biomedical journal, 2020 - Elsevier",… The coronavirus was officially named severe acute respiratory syndrome coronavirus 2 (SARS-… SARS-CoV-2 is believed to be a spillover of an animal coronavirus and later adapted the …,577,"https://scholar.google.com/scholar?cites=17413619142399934558&as_sdt=2005&sciodt=0,5&hl=en",17413619142399934558,10,"https://scholar.google.com/scholar?cluster=17413619142399934558&hl=en&as_sdt=0,5&as_ylo=2019",17413619142399934558,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S2319417020300445
16,8,,Cardiac involvement in a patient with coronavirus disease 2019 (COVID-19),https://jamanetwork.com/journals/jamacardiology/article-abstract/2763843,6l6uaetSb2QJ,"RM Inciardi, L Lupi, G Zaccone, L Italia, M Raffo… - JAMA …, 2020 - jamanetwork.com","Importance Virus infection has been widely described as one of the most common causes of myocarditis. However, less is known about the cardiac involvement as a complication of …",1706,"https://scholar.google.com/scholar?cites=7237094297251503850&as_sdt=2005&sciodt=0,5&hl=en",7237094297251503850,27,"https://scholar.google.com/scholar?cluster=7237094297251503850&hl=en&as_sdt=0,5&as_ylo=2019",7237094297251503850,HTML,jamanetwork.com,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763843
16,9,,"Origin, transmission, diagnosis and management of coronavirus disease 2019 (COVID-19)",https://pmj.bmj.com/content/96/1142/753.abstract,I2KKrYTMN54J,"S Umakanthan, P Sahu, AV Ranade… - Postgraduate medical …, 2020 - pmj.bmj.com",Coronavirus has emerged as a global health threat due to its accelerated geographic spread over the last two decades. This article reviews the current state of knowledge concerning …,179,"https://scholar.google.com/scholar?cites=11400805851930976803&as_sdt=2005&sciodt=0,5&hl=en",11400805851930976803,10,"https://scholar.google.com/scholar?cluster=11400805851930976803&hl=en&as_sdt=0,5&as_ylo=2019",11400805851930976803,PDF,bmj.com,https://pmj.bmj.com/content/postgradmedj/96/1142/753.full.pdf
16,10,,Implications of the coronavirus (COVID-19) outbreak for innovation: Which technologies will improve our lives?,https://www.sciencedirect.com/science/article/pii/S0040162520312774,Pixd7f5R2ncJ,"A Brem, E Viardot, PA Nylund - Technological forecasting and social …, 2021 - Elsevier","In contrast to earlier coronavirus diseases such as SARS or MERS, whose impact was largely limited to specific regions of the world, the novel coronavirus, COVID-19, is affecting …",143,"https://scholar.google.com/scholar?cites=8636305390782196798&as_sdt=2005&sciodt=0,5&hl=en",8636305390782196798,12,"https://scholar.google.com/scholar?cluster=8636305390782196798&hl=en&as_sdt=0,5&as_ylo=2019",8636305390782196798,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7648540/
17,1,,Implications of the coronavirus (COVID-19) outbreak for innovation: Which technologies will improve our lives?,https://www.sciencedirect.com/science/article/pii/S0040162520312774,Pixd7f5R2ncJ,"A Brem, E Viardot, PA Nylund - Technological forecasting and social …, 2021 - Elsevier","In contrast to earlier coronavirus diseases such as SARS or MERS, whose impact was largely limited to specific regions of the world, the novel coronavirus, COVID-19, is affecting …",143,"https://scholar.google.com/scholar?cites=8636305390782196798&as_sdt=2005&sciodt=0,5&hl=en",8636305390782196798,12,"https://scholar.google.com/scholar?cluster=8636305390782196798&hl=en&as_sdt=0,5&as_ylo=2019",8636305390782196798,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7648540/
17,2,,Coronavirus disease 2019 during pregnancy: a systematic review of reported cases,https://www.sciencedirect.com/science/article/pii/S0002937820304385,gXdusWBcWgEJ,"AN Della Gatta, R Rizzo, G Pilu, G Simonazzi - American journal of …, 2020 - Elsevier","Objective This study aimed to conduct a systematic review of the clinical outcomes reported for pregnant patients with coronavirus disease 2019. Data Sources The PubMed, CINAHL, …",300,"https://scholar.google.com/scholar?cites=97491912305309569&as_sdt=2005&sciodt=0,5&hl=en",97491912305309569,15,"https://scholar.google.com/scholar?cluster=97491912305309569&hl=en&as_sdt=0,5&as_ylo=2019",97491912305309569,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7165087/
17,3,Html,Estimates of the severity of coronavirus disease 2019: a model-based analysis,https://www.sciencedirect.com/science/article/pii/S1473309920302437,su0GZ4MbH4oJ,"R Verity, LC Okell, I Dorigatti, P Winskill… - The Lancet infectious …, 2020 - Elsevier","… As of March 25, 2020, 414 179 cases and 18 440 deaths due to coronavirus disease 2019 (COVID-19), caused by the novel severe acute respiratory syndrome coronavirus 2 (SARS-…",3340,"https://scholar.google.com/scholar?cites=9952703952695258546&as_sdt=2005&sciodt=0,5&hl=en",9952703952695258546,46,"https://scholar.google.com/scholar?cluster=9952703952695258546&hl=en&as_sdt=0,5&as_ylo=2019",9952703952695258546,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1473309920302437
17,4,,"Considerations for quarantine of individuals in the context of containment for coronavirus disease (COVID-19): interim guidance, 19 March 2020",https://apps.who.int/iris/handle/10665/331497?locale-attribute=ar&locale-at=,MfZYE67wjjgJ,World Health Organization - 2020 - apps.who.int,"On 30 January 2020, the WHO Director-General determined that the outbreak of coronavirus disease (COVID-19) constitutes a Public Health Emergency of International Concern. 1 As …",2672,"https://scholar.google.com/scholar?cites=4075459343256450609&as_sdt=2005&sciodt=0,5&hl=en",4075459343256450609,5,"https://scholar.google.com/scholar?cluster=4075459343256450609&hl=en&as_sdt=0,5&as_ylo=2019",4075459343256450609,PDF,who.int,https://apps.who.int/iris/bitstream/handle/10665/331497/WHO-2019-nCoV-IHR_Quarantine-2020.2-eng.pdf?sequence=1
17,5,,Coronavirus Disease (COVID-19): A primer for emergency physicians,https://www.sciencedirect.com/science/article/pii/S0735675720301789,oVZ_F0v5iagJ,"S Chavez, B Long, A Koyfman, SY Liang - The American journal of …, 2021 - Elsevier",Introduction Rapid worldwide spread of Coronavirus Disease 2019 (COVID-19) has resulted in a global pandemic. Objective This review article provides emergency physicians with an …,272,"https://scholar.google.com/scholar?cites=12144511971093337761&as_sdt=2005&sciodt=0,5&hl=en",12144511971093337761,16,"https://scholar.google.com/scholar?cluster=12144511971093337761&hl=en&as_sdt=0,5&as_ylo=2019",12144511971093337761,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102516/
17,6,Html,Umifenovir treatment is not associated with improved outcomes in patients with coronavirus disease 2019: a retrospective study,https://www.sciencedirect.com/science/article/pii/S1198743X20302342,6Xz8OFyjBXoJ,"N Lian, H Xie, S Lin, J Huang, J Zhao, Q Lin - Clinical Microbiology and …, 2020 - Elsevier",Objectives Coronavirus disease 2019 (COVID-19) is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Umifenovir (Arbidol®) is an antiviral drug being …,216,"https://scholar.google.com/scholar?cites=8792613463999151337&as_sdt=2005&sciodt=0,5&hl=en",8792613463999151337,13,"https://scholar.google.com/scholar?cluster=8792613463999151337&hl=en&as_sdt=0,5&as_ylo=2019",8792613463999151337,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1198743X20302342
17,7,Pdf,The coronavirus pandemic will forever alter the world order,https://mariotti.blogs.com/files/kissinger-the-coronavirus-pandemic-will-forever-alter-the-world-order---wsj.pdf,-1CYRwzUUrsJ,"H Kissinger - The Wall Street Journal, 2020 - mariotti.blogs.com",… The reality is the world will never be the same after the coronavirus. To argue now about the … urgent task of launching a parallel enterprise for the transition to the post-coronavirus order. …,205,"https://scholar.google.com/scholar?cites=13498084182388658427&as_sdt=2005&sciodt=0,5&hl=en",13498084182388658427,2,"https://scholar.google.com/scholar?cluster=13498084182388658427&hl=en&as_sdt=0,5&as_ylo=2019",13498084182388658427,PDF,blogs.com,https://mariotti.blogs.com/files/kissinger-the-coronavirus-pandemic-will-forever-alter-the-world-order---wsj.pdf
17,8,,"Coronavirus disease 2019, superinfections, and antimicrobial development: what can we expect?",https://academic.oup.com/cid/article-abstract/71/10/2736/5828436,-bEcTtkw4o4J,"CJ Clancy, MH Nguyen - Clinical Infectious Diseases, 2020 - academic.oup.com",Coronavirus disease 2019 (COVID-19) arose at a time of great concern about antimicrobial resistance (AMR). No studies have specifically assessed COVID-19–associated …,202,"https://scholar.google.com/scholar?cites=10295845407998915065&as_sdt=2005&sciodt=0,5&hl=en",10295845407998915065,14,"https://scholar.google.com/scholar?cluster=10295845407998915065&hl=en&as_sdt=0,5&as_ylo=2019",10295845407998915065,PDF,vaccinarsinsardegna.org,https://www.vaccinarsinsardegna.org/assets/uploads/files/376/coronavirus-disease-2019-superinfections-and-antimicrobial-development-what-cam-we-expect.pdf
